,index,datetime,xr,yr,zr,dtr_GPS,dtr_GAL,in_view_sat,dtr
132,0,2021-05-06 11:00:00,4642432.0014176285,1028628.984780149,4236854.507247469,1.7221680634789193e-08,9.692085112770349e-08,13,7.969917049291429e-08
133,0,2021-05-06 11:05:00,4642432.190429322,1028629.0778516248,4236854.456017057,1.7989418671034715e-08,9.769597352722494e-08,13,7.970655485619022e-08
134,0,2021-05-06 11:10:00,4642433.097572445,1028629.406015365,4236854.843605838,2.036670189909706e-08,1.0090521297590248e-07,13,8.053851107680542e-08
135,0,2021-05-06 11:15:00,4642433.77724365,1028629.685987671,4236855.383091464,2.6925068962302187e-08,1.0710791032328429e-07,13,8.01828413609821e-08
136,0,2021-05-06 11:20:00,4642433.451049364,1028629.7349967051,4236855.067717954,1.746122470281987e-08,9.79956017406171e-08,13,8.053437703779722e-08
137,0,2021-05-06 11:25:00,4642433.766658277,1028629.4423213331,4236855.512913226,2.0645350129688056e-08,1.0055808256145968e-07,13,7.991273243177162e-08
138,0,2021-05-06 11:30:00,4642434.872571108,1028630.1004452639,4236855.714840211,1.9012857923267097e-08,1.0004888028966628e-07,13,8.103602236639917e-08
139,0,2021-05-06 11:35:00,4642436.2607640065,1028630.3090866285,4236855.79860663,2.2472726298483274e-08,1.0375340218417086e-07,12,8.128067588568758e-08
140,0,2021-05-06 11:40:00,4642435.731678575,1028630.2273017317,4236856.1194578055,2.0117057720533535e-08,1.0101018365682968e-07,13,8.089312593629615e-08
141,0,2021-05-06 11:45:00,4642431.021644776,1028626.8984530435,4236854.993212547,7.294161754298692e-09,8.691050042466181e-08,12,7.961633867036311e-08
142,0,2021-05-06 11:50:00,4642431.509118994,1028626.5217618215,4236855.255832707,9.035286733451215e-09,9.116677745641195e-08,12,8.213149072296074e-08
143,0,2021-05-06 11:55:00,4642431.486114088,1028626.9688887707,4236856.360824136,9.863705357322897e-09,8.95277029581785e-08,12,7.966399760085561e-08
144,0,2021-05-06 12:00:00,4642435.546438725,1028630.3513056955,4236856.416562762,2.715272070095733e-08,1.0820825600843113e-07,11,8.10555353074738e-08
145,0,2021-05-06 12:05:00,4642434.660940193,1028630.5099283804,4236857.134023278,2.7744946385211904e-08,1.0755207032746755e-07,11,7.980712394225565e-08
146,0,2021-05-06 12:10:00,4642434.015668394,1028630.0115534401,4236855.530840734,2.4951434197852502e-08,1.0417265099545352e-07,11,7.922121679760101e-08
147,0,2021-05-06 12:15:00,4642434.306153861,1028630.2464568866,4236855.94245597,2.3876788257465023e-08,1.0388043690077696e-07,12,8.000364864331194e-08
148,0,2021-05-06 12:20:00,4642433.941184585,1028630.0180616006,4236856.106543817,2.5857428829910827e-08,1.057014458321654e-07,12,7.984401700225458e-08
149,0,2021-05-06 12:25:00,4642434.431432345,1028630.4948576806,4236855.807088215,3.001929813477967e-08,1.0902813714092523e-07,12,7.900883900614556e-08
150,0,2021-05-06 12:30:00,4642432.928358153,1028630.1036568122,4236855.386956581,2.891521261207279e-08,1.0799388353552163e-07,12,7.907867092344884e-08
151,0,2021-05-06 12:35:00,4642433.890110822,1028630.4461033759,4236855.861814168,2.8626855223800576e-08,1.0710096029945873e-07,13,7.847410507565815e-08
152,0,2021-05-06 12:40:00,4642432.677181733,1028630.2538849646,4236855.125868544,2.6425548924324422e-08,1.0491809432550715e-07,13,7.849254540118273e-08
153,0,2021-05-06 12:45:00,4642432.892313954,1028630.4384668589,4236855.599335118,2.63172804179481e-08,1.0463047432720437e-07,13,7.831319390925627e-08
154,0,2021-05-06 12:50:00,4642432.086665341,1028630.1303445302,4236854.600940744,2.5033194247834772e-08,1.0282244835472324e-07,13,7.778925410688847e-08
155,0,2021-05-06 12:55:00,4642432.098757604,1028630.3941674423,4236854.764212174,2.4836442137130207e-08,1.0224563537542476e-07,13,7.740919323829455e-08
156,0,2021-05-06 13:00:00,4642431.986171614,1028630.4763128405,4236855.055976878,2.586091786974282e-08,1.0373650791493819e-07,13,7.787559004519537e-08
157,0,2021-05-06 13:05:00,4642431.938668448,1028630.6076730924,4236855.747196134,2.7565265041032838e-08,1.0455749271788358e-07,14,7.699222767685075e-08
158,0,2021-05-06 13:10:00,4642431.399726173,1028630.3137101461,4236855.385381564,2.6744358727516277e-08,1.0361310286285678e-07,14,7.686874413534051e-08
159,0,2021-05-06 13:15:00,4642431.707670487,1028630.6669274527,4236855.737876696,2.8454096255787395e-08,1.0430253905964022e-07,14,7.584844280385283e-08
160,0,2021-05-06 13:20:00,4642430.333504319,1028630.4949264247,4236854.999592162,2.3635217931065686e-08,1.0364846769763479e-07,13,8.00132497665691e-08
161,0,2021-05-06 13:25:00,4642430.59747154,1028630.4694278488,4236854.813058145,2.1391023349548736e-08,1.0288040593109151e-07,13,8.148938258154277e-08
